Campus Name,CCSF Entity,Lower Grade,Upper Grade,Grade Range,Category,Map Label,Lower Age,Upper Age,General Type,CDS Code,Campus Address,Supervisor District,County FIPS,County Name,Location 1
Crayon Box Preschool,Private,-2,-1,PK,Independent / Private,CDC021,3,4,CDC,384001502,"65 OCEAN AVE, SAN FRANCISCO, CA 94112",11,06075,SAN FRANCISCO,POINT (-122.438774 37.72329)
Compass Clara House,Private,-2,-1,PK,Independent / Private,CDC016,3,4,CDC,384000989,"111 PAGE ST, SAN FRANCISCO, CA 94102",5,06075,SAN FRANCISCO,POINT (-122.423042 37.773743)
"Wallenberg, Raoul Wallenberg High School",SFUSD,9,12,9-12,USD Grades 9-12,PS120,14,17,PS,38684783830205,"40 VEGA ST, San Francisco, CA 94118",2,06075,SAN FRANCISCO,POINT (-122.445953 37.780647)
Little Footprints Preschool,Private,-2,-1,PK,Independent / Private,CDC077,3,4,CDC,384002156,"2201 VICENTE ST, SAN FRANCISCO, CA 94116",4,06075,SAN FRANCISCO,POINT (-122.4907 37.738415)
Hillwood Academic Day School,Private,1,8,1-8,Independent / Private,IND250,6,13,IND,38684786939607,"2521 SCOTT ST, SAN FRANCISCO, CA 94115",2,06075,SAN FRANCISCO,POINT (-122.440117 37.793324)
ABC Preschool,Private,-2,-1,PK,Independent / Private,CDC001,3,4,CDC,380506527,"426 33RD AVE, SAN FRANCISCO, CA 94121",1,06075,SAN FRANCISCO,POINT (-122.493042 37.781139)
Saint Thomas The Apostle Elementary School,Private,0,8,K-8,Independent / Private,IND308,5,13,IND,38684786980668,"3801 BALBOA ST, SAN FRANCISCO, CA 94121",1,06075,SAN FRANCISCO,POINT (-122.499771 37.775097)
Fairmount Elementary School / Preschool,SFUSD,-2,5,PK-5,USD PreK-5,PS030,3,10,PS,38684786040984,"65 CHENERY ST, San Francisco, CA 94131",8,06075,SAN FRANCISCO,POINT (-122.425011 37.740433)
"Wu Yee Child Development Center - Omi (Ocean View,Merced Heights,Ingleside)",Private,-2,-1,PK,Independent / Private,CDC164,3,4,CDC,384002513,"1111 JUNIPERO SERRA BLVD, SAN FRANCISCO, CA 94132",11,06075,SAN FRANCISCO,POINT (-122.47197 37.717464)
"Yu, Alice Fong Yu Alternative School",SFUSD,0,8,K-8,USD Grades K-8,PS127,5,13,PS,38684786113245,"1541 12TH AVE, San Francisco, CA 94122",7,06075,SAN FRANCISCO,POINT (-122.469681 37.758965)
Presidio Knolls School,Private,0,8,K-8,Independent / Private,IND284,5,13,IND,38684786144034,"250 10TH ST, SAN FRANCISCO, CA 94103",6,06075,SAN FRANCISCO,POINT (-122.413704 37.77319)
South Of Market Child Care - Judith Baker Child Development Center,Private,-2,-1,PK,Independent / Private,CDC136,3,4,CDC,384001365,"685 NATOMA ST, SAN FRANCISCO, CA 94103",6,06075,SAN FRANCISCO,POINT (-122.411476 37.776806)
Wah Mei School,Private,-2,-1,PK,Independent / Private,CDC154,3,4,CDC,380504314,"1400 JUDAH ST, SAN FRANCISCO, CA 94122",4,06075,SAN FRANCISCO,POINT (-122.477371 37.76186)
Stretch The Imagination Child Care Center,Private,-2,-1,PK,Independent / Private,CDC140,3,4,CDC,384002029,"2509 BUSH ST, SAN FRANCISCO, CA 94115",2,06075,SAN FRANCISCO,POINT (-122.438888 37.786095)
C5 Childrens School - Sf City Building Center,Private,-2,-1,PK,Independent / Private,CDC008,3,4,CDC,384000654,"525 GOLDEN GATE AVE, SAN FRANCISCO, CA 94102",6,06075,SAN FRANCISCO,POINT (-122.418922 37.781109)
Saint Cecilia School,Private,0,8,K-8,Independent / Private,IND292,5,13,IND,38684786981690,"600 VICENTE ST, SAN FRANCISCO, CA 94116",7,06075,SAN FRANCISCO,POINT (-122.473602 37.739872)
Mission Dolores Academy,Private,0,8,K-8,Independent / Private,IND274,5,13,IND,38684786981716,"3399 16TH ST, SAN FRANCISCO, CA 94114",8,06075,SAN FRANCISCO,POINT (-122.428284 37.764122)
Marin Day School - Hills Plaza,Private,-4,-2,INF,Independent / Private,CDC089,1,3,CDC,384001299,"2 HARRISON ST, STE 150, SAN FRANCISCO, CA 94105",6,06075,SAN FRANCISCO,POINT (-122.389755 37.789803)
Alt School - Alamo Square,Private,0,5,K-5,Independent / Private,IND201,5,10,IND,38684786148274,"735 FELL ST, SAN FRANCISCO, CA 94117",5,06075,SAN FRANCISCO,POINT (-122.430206 37.774788)
Jewish Community High School Of The Bay,Private,9,12,9-12,Independent / Private,IND253,14,17,IND,38684786200554,"1835 ELLIS ST, SAN FRANCISCO, CA 94115",5,06075,SAN FRANCISCO,POINT (-122.436676 37.781651)
South Of Market Child Care - Yerba Buena Gardens Child Development Center,Private,-2,-1,PK,Independent / Private,CDC137,3,4,CDC,384000406,"790 FOLSOM ST, SAN FRANCISCO, CA 94107",6,06075,SAN FRANCISCO,POINT (-122.40081 37.783512)
Cow Hollow Kindergarten,Private,-2,-1,PK,Independent / Private,CDC020,3,4,CDC,38684786918601,"65 FUNSTON AVE, SAN FRANCISCO, CA 94129",2,06075,SAN FRANCISCO,POINT (-122.455528 37.799049)
"Roosevelt, Theodore Roosevelt Middle School",SFUSD,6,8,6-8,USD Grades 6-8,PS098,11,13,PS,38684786059901,"460 ARGUELLO BLVD, San Francisco, CA 94118",2,06075,SAN FRANCISCO,POINT (-122.458351 37.78228)
Pacific Primary - Orange Sun School,Private,-2,-1,PK,Independent / Private,CDC118,3,4,CDC,384001816,"1501 GROVE ST, SAN FRANCISCO, CA 94117",5,06075,SAN FRANCISCO,POINT (-122.441605 37.775284)
Gates And Bridges Preschool,Private,-2,-1,PK,Independent / Private,CDC042,3,4,CDC,380504276,"1601 10TH AVE, SAN FRANCISCO, CA 94112",7,06075,SAN FRANCISCO,POINT (-122.467148 37.758255)
Downtown High School,SFUSD,9,12,9-12,USD Grades 9-12,PS025,14,17,PS,38684783830064,"693 VERMONT ST, San Francisco, CA 94107",10,06075,SAN FRANCISCO,POINT (-122.403702 37.761398)
French American International School,Private,0,12,K-12,Independent / Private,IND243,5,17,IND,38684786981195,"150 OAK ST, SAN FRANCISCO, CA 94102",5,06075,SAN FRANCISCO,POINT (-122.421577 37.775456)
"Drew, Dr. Charles R. Drew Elementary / Early Education",SFUSD,-2,5,PK-5,USD PreK-5,PS026,3,10,PS,38684786104673,"50 POMONA ST, San Francisco, CA 94124",10,06075,SAN FRANCISCO,POINT (-122.39389 37.731796)
San Francisco International High School,SFUSD,9,12,9-12,USD Grades 9-12,PS101,14,17,PS,38684786149876,"1050 YORK ST, SAN FRANCISCO, CA 94110",9,06075,SAN FRANCISCO,POINT (-122.408859 37.75523)
Jefferson Out Of School (OST) Program,SFUSD,0,5,K-5,USD Grades K-5,PS052,5,10,PS,38684786041230,"1325 18TH AVE, SAN FRANCISCO CA 94122",4,06075,SAN FRANCISCO,POINT (-122.476318 37.763062)
Saint James Preschool (Episcopal Church),Private,-2,-1,PK,Independent / Private,CDC130,3,4,CDC,380500619,"4620 CALIFORNIA ST, SAN FRANCISCO, CA 94118",1,06075,SAN FRANCISCO,POINT (-122.467201 37.784939)
Maria Montessori School Of The Golden Gate,Private,-2,-1,PK,Independent / Private,CDC086,3,4,CDC,380506275,"62 LENOX WAY, SAN FRANCISCO, CA 94127",7,06075,SAN FRANCISCO,POINT (-122.46521 37.7426)
Ucsf - Marilyn Reed Lucia Child Care Study Center,Private,-2,-1,PK,Independent / Private,CDC149,3,4,CDC,384002158,"610 PARNASSUS AVE, SAN FRANCISCO, CA 94143",5,06075,SAN FRANCISCO,POINT (-122.460121 37.7631)
"King, Thomas Starr King Elementary / Preschool",SFUSD,-2,5,PK-5,"USD PreK, Grades K-5",PS056,3,10,PS,38684786041602,"1215 CAROLINA ST, SAN FRANCISCO, CA 94107",10,06075,SAN FRANCISCO,POINT (-122.399193 37.753288)
Jewish Community Center San Francisco - Brotherhood Way Preschool,Private,-2,-1,PK,Independent / Private,CDC056,3,4,CDC,380500086,"655 BROTHERHOOD WAY, SAN FRANCISCO, CA 94132",7,06075,SAN FRANCISCO,POINT (-122.475296 37.713123)
Kids Kollege Preschool,Private,-2,-1,PK,Independent / Private,CDC067,3,4,CDC,380505246,"3939 LAWTON ST, SAN FRANCISCO, CA 94122",4,06075,SAN FRANCISCO,POINT (-122.505241 37.756462)
"Lick, James Lick Middle School",SFUSD,6,8,6-8,USD Grades 6-8,PS063,11,13,PS,38684786062053,"1220 NOE ST, San Francisco, CA 94114",8,06075,SAN FRANCISCO,POINT (-122.432785 37.749363)
Mission Neighborhood Centers - Bernal Dwellings Child Development,Private,-2,-1,PK,Independent / Private,CDC099,3,4,CDC,384001017,"3185 26TH ST, SAN FRANCISCO, CA 94110",9,06075,SAN FRANCISCO,POINT (-122.41262 37.748848)
El Dorado Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS028,5,10,PS,38684786040950,"70 DELTA ST, San Francisco, CA 94134",10,06075,SAN FRANCISCO,POINT (-122.407852 37.718658)
Alt School - Yerba Buena,Private,-1,8,TK-8,Independent / Private,IND208,4,13,IND,,"300 04TH ST, SAN FRANCISCO, CA 94107",6,06075,SAN FRANCISCO,POINT (-122.401199 37.781742)
True Sunshine Preschool Center,Private,-2,-1,PK,Independent / Private,CDC148,3,4,CDC,380504311,"777 STOCKTON ST STE 201, SAN FRANCISCO, CA 94108",3,06075,SAN FRANCISCO,POINT (-122.407844 37.792976)
Pomeroy Recreation And Rehabilitation Center,Private,-2,12,PK-12,Independent / Private,IND282,3,17,IND,,"207 SKYLINE BLVD, SAN FRANCISCO, CA 94132",7,06075,SAN FRANCISCO,POINT (-122.501846 37.729641)
Brightworks,Private,0,8,K-8,Independent / Private,IND222,5,13,IND,38684786142079,"1900 BRYANT ST, SAN FRANCISCO, CA 94110",9,06075,SAN FRANCISCO,POINT (-122.410377 37.762238)
Proof School,Private,6,12,6-12,Independent / Private,IND285,11,17,IND,38684786150254,"555 POST ST, SAN FRANCISCO, CA 94102",3,06075,SAN FRANCISCO,POINT (-122.410942 37.787655)
Stuart Hall High School,Private,9,12,9-12,Independent / Private,IND330,14,17,IND,38684787104631,"1715 OCTAVIA ST, SAN FRANCISCO, CA 94109",5,06075,SAN FRANCISCO,POINT (-122.427238 37.788628)
Edison Charter K-8,SFUSD,0,8,K-8,USD Charter School,PS027,5,13,PS,38684786040935,"3531 22ND ST, San Francisco, CA 94114",8,06075,SAN FRANCISCO,POINT (-122.426041 37.754467)
Mother Goose School,Private,-2,0,PK-K,Independent / Private,IND277,3,5,IND,380504982,"334 28TH AVE, SAN FRANCISCO, CA 94121",1,06075,SAN FRANCISCO,POINT (-122.487839 37.783024)
Saint Vincent De Paul School,Private,-2,8,K-8,Independent / Private,IND309,3,13,IND,38684786980676,"2350 GREEN ST, SAN FRANCISCO, CA 94123",2,06075,SAN FRANCISCO,POINT (-122.437851 37.796112)
Our Lady Of The Visitacion School,Private,0,8,K-8,Independent / Private,IND280,5,13,IND,38684786981559,"785 SUNNYDALE AVE, SAN FRANCISCO, CA 94134",10,06075,SAN FRANCISCO,POINT (-122.409546 37.709122)
Gateway Middle School,SFUSD,-2,5,PK-5,USD Charter School; PreK-5,PS038,3,10,PS,38684780123265,"1512 GOLDEN GATE AVE, SAN FRANCISCO CA 94115",5,06075,SAN FRANCISCO,POINT (-122.435921 37.779419)
Cleveland Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS021,5,10,PS,38684786040836,"455 ATHENS ST, San Francisco, CA 94112",11,06075,SAN FRANCISCO,POINT (-122.429192 37.720341)
Holy Name Elementary School,Private,0,8,K-8,Independent / Private,IND251,5,13,IND,38684786981278,"1560 40TH AVE, SAN FRANCISCO, CA 94122",4,06075,SAN FRANCISCO,POINT (-122.498878 37.75761)
Drew School,Private,9,12,9-12,Independent / Private,IND237,14,17,IND,38684786939557,"2901 CALIFORNIA ST, SAN FRANCISCO, CA 94115",2,06075,SAN FRANCISCO,POINT (-122.442322 37.787643)
"Asawa, Ruth Asawa San Francisco School Of The Arts

 / Academy Of Arts And Sciences",SFUSD,9,12,9-12,USD Grades 9-12,PS006,14,17,PS,38684783830387,"555 PORTOLA DR, SAN FRANCISCO CA, 94131",8,06075,SAN FRANCISCO,POINT (-122.44883 37.745316)
Kai Ming Head Start - Saint Luke Center,Private,-2,-1,PK,Independent / Private,CDC063,3,4,CDC,384002582,"1755 CLAY ST, SAN FRANCISCO, CA 94109",3,06075,SAN FRANCISCO,POINT (-122.42215 37.792061)
Peekadoodle Of San Francisco,Private,-2,-1,PK,Independent / Private,CDC120,3,4,CDC,384002261,"900 NORTH POINT ST STE F100, SAN FRANCISCO, CA 94109",2,06075,SAN FRANCISCO,POINT (-122.423187 37.805534)
Glen Park Montessori Preschool,Private,-2,-1,PK,Independent / Private,CDC043,3,4,CDC,384000740,"649 CHENERY ST, SAN FRANCISCO, CA 94131",8,06075,SAN FRANCISCO,POINT (-122.432915 37.734295)
Stratford School - San Francisco,Private,-2,8,PK-8,Independent / Private,IND328,3,13,IND,38684786135651,"301 DE MONTFORT AVE, SAN FRANCISCO, CA 94112",7,06075,SAN FRANCISCO,POINT (-122.461632 37.723126)
Wu Yee Child Development Center - Bayview,Private,-2,-1,PK,Independent / Private,CDC156,3,4,CDC,384002433,"1601 LANE ST, SAN FRANCISCO, CA 94124",10,06075,SAN FRANCISCO,POINT (-122.38958 37.731804)
Wu Yee Child Development Center - South East,Private,-2,-1,PK,Independent / Private,CDC166,3,4,CDC,384002516,"1300 PHELPS ST, SAN FRANCISCO, CA 94124",10,06075,SAN FRANCISCO,POINT (-122.393837 37.737419)
Economic Opportunity Council Sf - Chinatown Childcare,Private,-2,-1,PK,Independent / Private,CDC026,3,4,CDC,380504308,"715 CHESTNUT ST, SAN FRANCISCO, CA 94134",3,06075,SAN FRANCISCO,POINT (-122.41523 37.803215)
Lone Mountain Childrens Center,Private,-2,-1,PK,Independent / Private,CDC083,3,4,CDC,384000944,"1806 BELLES ST, SAN FRANCISCO, CA 94129",2,06075,SAN FRANCISCO,POINT (-122.473633 37.788681)
My City School,Private,6,8,6-8,Independent / Private,IND278,11,13,IND,,"199 MUSEUM WAY, SAN FRANCISCO, CA 94114",8,06075,SAN FRANCISCO,POINT (-122.438148 37.764423)
Sunnyside Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS111,5,10,PS,38684786041610,"250 FOERSTER ST, San Francisco, CA 94112",7,06075,SAN FRANCISCO,POINT (-122.448257 37.730293)
Economic Opportunity Council Sf - Cleo Wallace Childcare,Private,-2,-1,PK,Independent / Private,CDC027,3,4,CDC,380504451,"65 TURNER TER, SAN FRANCISCO, CA 94107",10,06075,SAN FRANCISCO,POINT (-122.394699 37.755669)
Little People Preschool ,Private,-2,0,PK-K,Independent / Private,IND266,3,5,IND,384001910,"3595 TARAVAL ST, SAN FRANCISCO, CA 94116",4,06075,SAN FRANCISCO,POINT (-122.504295 37.741543)
Mercy High School,Private,9,12,9-12,Independent / Private,IND273,14,17,IND,38684786939672,"3250 19TH AVE, SAN FRANCISCO, CA 94132",7,06075,SAN FRANCISCO,POINT (-122.473587 37.7295)
Saint Anne Elementary School,Private,0,8,K-8,Independent / Private,IND288,5,13,IND,38684786981658,"1320 14TH AVE, SAN FRANCISCO, CA 94122",5,06075,SAN FRANCISCO,POINT (-122.471283 37.763023)
Zion Lutheran School,Private,0,8,K-8,Independent / Private,IND340,5,13,IND,38684786980890,"495 09TH AVE, SAN FRANCISCO, CA 94118",1,06075,SAN FRANCISCO,POINT (-122.467636 37.77924)
Our Victorian Schoolhouse,Private,-2,-1,PK,Independent / Private,CDC117,3,4,CDC,384001973,"823 DIVISIDERO ST, SAN FRANCISCO, CA 94117",5,06075,SAN FRANCISCO,POINT (-122.438637 37.777241)
Nihonmachi Little Friends - Bush St,Private,-2,-1,PK,Independent / Private,CDC113,3,4,CDC,380504390,"2031 BUSH ST, SAN FRANCISCO, CA 94115",5,06075,SAN FRANCISCO,POINT (-122.430588 37.78709)
"Revere, Paul Revere School / Preschool",SFUSD,-2,8,PK-8,USD PreK-8,PS094,3,13,PS,38684786041487,"555 TOMPKINS AVE, San Francisco, CA 94110",9,06075,SAN FRANCISCO,POINT (-122.413116 37.737614)
Meadows-Livingstone School,Private,0,6,K-6,Independent / Private,IND272,5,11,IND,38684786909600,"1497 POTRERO AVE STE 1, SAN FRANCISCO, CA 94110",10,06075,SAN FRANCISCO,POINT (-122.404839 37.749626)
City College of San Francisco Chinatown North Beach Center,SFCCD,13,14,13-14,Community College District,CC01,18,19,CC,,"808 KEARNY ST, SAN FRANCISCO, CA 94108",7,06075,SAN FRANCISCO,POINT (-122.404701 37.795555)
Aptos Middle School,SFUSD,6,8,6-8,USD Grades 6-8,PS003,11,13,PS,38684786062020,"105 APTOS AVE, San Francisco, CA 94127",7,06075,SAN FRANCISCO,POINT (-122.465782 37.729672)
Good Samaritan Child Development Center,Private,-2,-1,PK,Independent / Private,CDC047,3,4,CDC,384000227,"1294 POTRERO AVE, SAN FRANCISCO, CA 94110",9,06075,SAN FRANCISCO,POINT (-122.40657 37.751873)
"Lilienthal, Claire Lilienthal (K-2 Madison Campus)",SFUSD,0,8,K-8,USD Grades K-8,PS066,5,13,PS,38684786102479,"3950 SACRAMENTO ST, San Francisco, CA 94118",2,06075,SAN FRANCISCO,POINT (-122.458015 37.787201)
Archbishop Riordan High School,Private,9,12,9-12,Independent / Private,IND211,14,17,IND,38684786939730,"175 PHELAN AVE, SAN FRANCISCO, CA 94112",7,06075,SAN FRANCISCO,POINT (-122.453056 37.727902)
Martha Hills Learning Center,Private,-2,-1,PK,Independent / Private,CDC094,3,4,CDC,384001666,"1042 JAMESTOWN AVE, SAN FRANCISCO, CA 94124",10,06075,SAN FRANCISCO,POINT (-122.394241 37.719162)
Sunset Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS112,5,10,PS,38684786113997,"1920 41ST AVE, SAN FRANCISCO, CA 94116",4,06075,SAN FRANCISCO,POINT (-122.499153 37.750523)
Wu Yee Child Development Center - New Generation,Private,-2,-1,PK,Independent / Private,CDC163,3,4,CDC,384000921,"700 VELASCO AVE, SAN FRANCISCO, CA 94134",10,06075,SAN FRANCISCO,POINT (-122.418098 37.710182)
